,epsilon_progress,nfe
0,0,0
1,15,100
2,18,1100
3,22,2100
4,24,3100
5,24,4100
6,25,5100
7,25,6100
8,25,7100
9,25,8100
10,25,9100
11,25,10108
12,26,11116
13,26,12124
14,26,13132
15,26,14140
16,26,15148
17,26,16156
18,26,17164
19,26,18172
20,26,19180
21,26,20188
22,26,21196
23,26,22204
24,26,23212
25,26,24218
