,epsilon_progress,nfe
0,0,0
1,8,100
2,14,1100
3,16,2100
4,16,3100
5,17,4100
6,17,5100
7,17,6100
8,17,7100
9,18,8100
10,18,9100
11,19,10104
12,20,11116
13,20,12128
14,21,13140
15,21,14146
16,21,15154
17,21,16162
18,21,17170
19,21,18178
20,21,19186
21,21,20194
22,21,21202
23,21,22210
24,21,23218
25,21,24226
