,epsilon_progress,nfe
0,0,0
1,14,100
2,30,1100
3,34,2100
4,35,3100
5,36,4100
6,36,5100
7,37,6100
8,38,7100
9,39,8100
10,39,9100
11,43,10126
12,45,11138
13,46,12150
14,46,13162
15,46,14174
16,46,15186
17,48,16198
18,49,17210
19,50,18222
20,54,19234
21,54,20246
22,55,21258
23,55,22270
24,57,23282
25,57,24294
