,epsilon_progress,nfe
0,0,0
1,7,100
2,9,1100
3,10,2100
4,11,3100
5,11,4100
6,11,5100
7,13,6100
8,15,7100
9,16,8100
10,18,9100
11,18,10104
12,21,11116
13,21,12128
14,21,13140
15,21,14152
16,21,15164
17,22,16176
18,22,17188
19,22,18200
20,22,19212
21,23,20224
22,23,21236
23,23,22248
24,23,23260
25,23,24272
