,epsilon_progress,nfe
0,0,0
1,14,100
2,18,1100
3,18,2100
4,19,3100
5,19,4100
6,19,5100
7,20,6100
8,20,7100
9,20,8100
10,21,9100
11,22,10112
12,22,11132
13,22,12152
14,22,13172
15,22,14192
16,22,15212
17,22,16232
18,22,17252
19,22,18272
20,22,19292
21,22,20312
22,22,21332
23,22,22352
24,22,23372
25,22,24392
