,fdamage,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,Utility 2055,Utility 2105,Total Aggregated Utility
0,1,862,0,13388.292235835832,3,1,0,2,0,3245.581991953096,3320.9619709320696,2294.0046626971043
1,1,20,1,12385.945083655151,3,1,0,1,1,3243.6530132075095,3366.078764506046,2295.0536414601333
2,1,248,1,5028.287975150132,4,1,1,1,0,2867.9409753329205,2534.5584439902314,2421.0983929376916
