,epsilon_progress,nfe
0,0,0
1,14,100
2,30,1100
3,42,2100
4,47,3100
5,48,4100
6,51,5100
7,52,6100
8,52,7100
9,55,8100
10,55,9100
11,57,10108
12,59,11162
13,61,12216
14,62,13270
15,63,14324
16,63,15378
17,63,16432
18,64,17486
19,64,18540
20,65,19594
21,65,20648
22,65,21702
23,65,22756
24,65,23810
25,65,24864
