,fdamage,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,Distance to treshold 2055,Population under treshold 2055,Distance to treshold 2105,Population under treshold 2105,Total Aggregated Utility
0,2,309,2,8497.894418769643,3,2,0,2,0,0.9199576324991938,468.34721663128005,0.37084290348186943,1480.4925875438719,3752.20164352579
1,1,178,1,10763.562471194446,4,0,0,2,0,1.169035684397129,448.41656952512875,1.1459922579525486,676.8800301167952,3889.153483583739
2,1,724,2,9526.523696145141,2,1,0,2,0,1.067724781752277,392.11377720333263,53.321750011935386,1296.1421384987152,4895.586998061915
3,1,15,2,6710.609496144538,3,1,0,2,0,1.2042489954764664,468.34721663128005,0.2710405911692666,1480.4925875438719,3724.8557438023436
4,1,777,2,7065.664353345557,2,1,0,2,1,0.9888475618467074,392.11377720333263,3.8980862018483924,622.5058907699087,4895.15641139347
5,1,645,0,9099.69863909421,4,1,1,1,1,1.0271907728218062,448.41656952512875,0.934556519984826,676.8800301167952,3827.488135947625
6,1,405,2,5202.571941873495,4,1,1,2,0,0.15802827418167187,896.8331390502575,18.687071348308034,2126.9674833382687,3783.885007621033
7,1,309,2,4330.359615168571,2,1,1,2,1,0.9604019956440146,392.11377720333263,3.2027593194988766,622.5058907699087,4877.332856673246
8,1,257,2,9718.602003751195,4,1,1,0,1,0.8834447358369377,448.41656952512875,0.8443755602159126,676.8800301167952,3788.7419380315255
9,1,47,2,5873.977180502805,3,1,0,0,0,0.921974622693456,468.34721663128005,0.3080060614261255,1480.4925875438719,3631.522667061452
10,1,47,2,10073.60307314299,3,1,1,1,0,0.08453050239613868,936.6944332625601,0.7935058433065763,1480.4925875438719,3650.570706397473
11,1,94,2,5659.830536614519,3,1,0,1,0,0.0946738667388094,936.6944332625601,0.8737304378702482,1480.4925875438719,3659.300975893972
12,1,47,2,5489.58665027183,3,1,0,1,0,0.08482036677056781,936.6944332625601,0.7862836632773915,1480.4925875438719,3631.522667061452
13,1,64,1,10121.184366970043,3,1,1,1,1,1.0818847752096497,468.34721663128005,0.27015205899948147,1480.4925875438719,3658.793843760918
14,1,381,0,8177.072704102643,4,1,1,2,1,1.1996205479567192,448.41656952512875,1.0676955505750325,676.8800301167952,3839.488065104057
15,1,983,2,8388.900198723828,1,1,0,2,0,0.6896461793230177,336.4130577544048,53.904468270420764,1016.3639102991358,4846.24344808341
16,1,633,0,5081.198325087674,3,1,0,2,0,0.09297155412359848,936.6944332625601,0.663000679486693,2111.7652963734226,3669.5989621262574
17,1,983,2,5982.690836645513,1,1,1,2,0,0.6971827692177424,336.4130577544048,53.88538854551404,1016.3639102991358,4835.720539881145
18,1,254,2,6156.344823392233,3,1,1,1,0,0.0662539129168096,936.6944332625601,0.6524259770932148,1480.4925875438719,3630.9467934984245
19,1,378,0,6095.527505172186,3,1,1,2,0,1.133913922209477,468.34721663128005,0.23637441881188148,1480.4925875438719,3714.299930940695
20,1,983,2,5013.458114433104,4,1,1,0,0,0.8774083689098819,448.41656952512875,0.8540270213113679,676.8800301167952,3778.410537563599
21,1,983,2,10940.633236554306,3,1,0,0,0,0.9312392218448748,468.34721663128005,0.3541261186697853,1480.4925875438719,3686.22301265629
22,1,47,0,9180.632429245421,3,1,1,1,0,1.077763500492693,468.34721663128005,0.31951596997301723,1480.4925875438719,3687.698322499638
23,1,983,2,7369.261921923698,1,1,1,2,1,0.5916707374589851,336.4130577544048,53.549261351383834,501.6643832149487,4831.374321350817
24,1,258,0,10560.640055314596,3,1,1,0,1,0.9049138478573426,468.34721663128005,0.2091372667054363,1480.4925875438719,3630.861502499783
