,epsilon_progress,nfe
0,0,0
1,4,100
2,6,1100
3,7,2100
4,7,3100
5,7,4100
6,7,5100
7,7,6100
8,7,7100
9,8,8100
10,8,9100
11,8,10108
12,9,11116
13,9,12126
14,9,13134
15,9,14142
16,9,15150
17,9,16158
18,9,17166
19,9,18174
20,9,19182
21,9,20190
22,9,21198
23,9,22206
24,9,23214
25,9,24222
