,epsilon_progress,nfe
0,0,0
1,15,100
2,25,1100
3,28,2100
4,28,3100
5,30,4100
6,32,5100
7,33,6100
8,33,7100
9,33,8100
10,33,9100
11,34,10120
12,34,11144
13,35,12168
14,35,13192
15,35,14216
16,35,15240
17,35,16264
18,35,17288
19,35,18312
20,35,19336
21,35,20360
22,35,21384
23,35,22408
24,35,23432
25,35,24456
