,epsilon_progress,nfe
0,0,0
1,4,100
2,8,1100
3,10,2100
4,10,3100
5,10,4100
6,10,5100
7,10,6100
8,10,7100
9,10,8100
10,10,9100
11,11,10112
12,13,11132
13,13,12152
14,14,13170
15,15,14182
16,15,15194
17,15,16206
18,15,17218
19,15,18230
20,15,19242
21,15,20254
22,15,21266
23,15,22278
24,15,23290
25,15,24302
