,fdamage,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,Distance to treshold 2055,Population under treshold 2055,Distance to treshold 2105,Population under treshold 2105,Total Aggregated Utility
0,2,475,1,8182.247282187283,3,1,1,1,0,0.8844317670715478,468.34721663128005,0.4780867709187988,1480.4925875438719,3715.560907122305
1,0,337,1,6078.833915123278,3,1,1,2,0,1.1891276330554212,468.34721663128005,0.2975295191022935,1480.4925875438719,3726.349652701407
2,1,115,2,4258.295345669757,1,1,0,2,0,0.7512310861650531,336.4130577544048,53.88761225345438,1145.161332300514,4849.254181769673
3,2,927,2,10223.500950986801,3,1,0,0,0,0.8581471427284264,468.34721663128005,0.6440194597309228,1480.4925875438719,3809.7941395849534
4,1,777,2,10633.131353774079,3,1,0,1,0,0.09386728820031576,936.6944332625601,0.9373541185187908,1480.4925875438719,3633.871661948179
5,1,309,2,13306.22413234122,1,1,0,2,0,0.5420658929725575,336.4130577544048,53.9311781425333,1016.3639102991358,4863.866620175013
6,0,338,0,9987.152830882236,4,1,1,2,1,1.1566149561578656,448.41656952512875,1.2914599806345939,676.8800301167952,3860.1495267071627
7,2,927,2,9955.61784645338,1,1,0,2,0,0.0,0.0,53.57155166860211,2170.1402989005155,4939.389885417043
8,1,927,2,9531.39909348061,1,1,1,2,0,0.8346245700126222,336.4130577544048,53.85228094752437,1145.161332300514,4835.440075078332
9,1,309,1,13129.014427521597,3,1,0,2,1,1.202422190062542,468.34721663128005,0.24893401431162698,1480.4925875438719,3726.002495967061
10,1,927,2,12591.447210648479,1,1,1,2,1,0.7273326027772893,336.4130577544048,53.87280615742034,1016.3639102991358,4834.118282631815
11,1,927,2,11160.888374348486,1,1,0,2,0,0.8277477822955281,336.4130577544048,53.87207673343683,1145.161332300514,4844.201891318053
12,1,927,2,11259.468723262396,3,1,0,2,0,0.20238122830154093,936.6944332625601,52.97307937419705,2816.6603677511457,3820.8006922983814
13,2,309,2,9959.579625500535,4,1,0,2,0,0.9238674559659918,448.41656952512875,3.846549671220808,2126.9674833382687,3914.737856851238
14,1,309,2,10285.474833869654,1,1,1,2,0,0.5464096745180955,336.4130577544048,53.91239653983212,1016.3639102991358,4855.395362882372
15,1,927,2,8485.97417264588,1,1,0,2,1,0.7180177315152998,336.4130577544048,53.905022269757,1016.3639102991358,4848.188932075212
16,1,927,2,10677.11995262167,4,1,1,0,0,0.8801982728565303,448.41656952512875,0.9081183245680007,676.8800301167952,3778.846879203935
17,0,927,2,11667.868623587026,4,1,1,1,1,1.0261606426349723,448.41656952512875,1.2763824789428917,676.8800301167952,3835.025510282001
18,1,927,2,13232.361211749863,2,1,1,2,0,1.4196993075109465,392.11377720333263,53.59346919475267,1541.3550105993936,4866.75066139893
19,1,927,2,10997.002909933513,3,1,1,1,1,0.11097938789587758,936.6944332625601,0.9820550751687309,1895.3104670826424,3748.290204165102
20,0,309,0,11290.679130320557,3,1,1,1,1,1.0345358293555986,468.34721663128005,0.30015374170504905,1480.4925875438719,3686.0894035258843
21,1,927,2,11407.516973193317,4,1,1,2,1,0.17189855769453843,896.8331390502575,18.67561994888097,2126.9674833382687,3772.038404222299
22,1,927,2,10497.797820759612,2,1,1,2,1,1.3042295300175062,392.11377720333263,53.61135172669319,1387.9000465208019,4865.390836284584
23,1,927,2,8478.491292468956,4,1,1,0,1,0.8774258816686404,448.41656952512875,0.8494563877032348,676.8800301167952,3772.038404222299
24,1,927,2,9053.647358506627,3,1,0,0,1,0.9309458150561654,468.34721663128005,0.3430294326697072,1480.4925875438719,3729.6287331023486
25,1,927,2,9408.674620930635,4,1,0,2,0,0.18564627632131647,896.8331390502575,53.25516658886223,2199.917644048758,3791.69655328403
26,1,927,2,12795.41630707441,5,1,0,2,1,0.5741638193076478,330.1048035303076,54.52666754894335,1042.7390427182402,6151.872487896451
27,2,927,2,12188.76141898041,2,1,0,1,0,0.10041530522324704,392.11377720333263,53.3473228224857,1876.0716868837226,4978.567204794973
28,2,927,2,7994.5191521419365,1,1,1,2,1,0.0,0.0,53.78349625561461,1174.2638587976578,4850.878860542823
29,1,927,2,9885.680245573307,5,1,1,2,1,0.5832221451369721,330.1048035303076,54.49972891411371,1042.7390427182402,6138.348058650876
30,1,927,2,9541.937278687592,5,1,0,2,0,0.6942350967714831,330.1048035303076,54.47792659665777,1377.7308893415452,6143.822537284965
31,1,777,2,11722.526149631592,1,1,0,2,0,0.5819335907566354,336.4130577544048,53.922777965990015,1016.3639102991358,4860.990670893256
32,1,927,2,10026.216530254409,2,1,0,2,1,1.2924492442266438,392.11377720333263,53.64560831824045,1296.1421384987152,4882.853808889742
33,1,816,2,8399.325800386447,2,1,1,2,0,1.1807741362050066,392.11377720333263,53.637729063019435,1387.9000465208019,4885.040786337646
34,1,969,2,11035.381319935728,3,1,1,1,1,1.0759167220485153,468.34721663128005,0.2933713769690993,1480.4925875438719,3682.713303544029
35,1,491,0,6096.701095475159,4,0,1,2,1,1.180107909920766,448.41656952512875,1.1216470489323882,676.8800301167952,3881.3842485016007
36,2,927,2,10787.347550959961,1,1,1,2,0,0.0,0.0,53.54610642172407,2170.1402989005155,4929.314444358472
