,fdamage,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,Lowest income per capita 2055,Highest climate impact per capita 2055,Lowest income per capita 2105,Highest climate impact per capita 2105
0,1,294,1,13047.35745172182,5,0,1,2,0,2.1763268617443883,0.5055378645791386,5.382690561164222,1.3771818144219161
1,1,724,2,6127.642000197793,1,0,1,2,1,1.6052853117188253,0.5368432547364189,3.6718588695205394,0.8359533329298754
2,1,724,2,6231.933135730365,1,1,1,2,1,1.5111110903734386,0.6149949842275826,3.7870766987071125,0.7424322245575709
3,1,254,2,5971.703861781333,2,1,0,2,1,1.151314910078663,0.48943237292515285,2.89289009935837,0.47483449432900837
4,1,126,1,4616.609697049487,2,1,0,2,0,1.1757490840205096,0.4735257129221415,2.051686885356335,1.1201683014281993
5,1,126,1,5251.774505172406,1,1,0,2,0,1.6738948104461109,0.49033979431388947,3.082625325795455,1.2058985888121019
6,1,414,1,4071.428522183434,3,1,0,2,0,0.6449268480935936,0.4043096846277641,0.666838247476273,0.7940625171957342
