,epsilon_progress,nfe
0,0,0
1,25,100
2,45,1100
3,47,2100
4,50,3100
5,56,4100
6,60,5100
7,64,6100
8,65,7100
9,65,8100
10,66,9100
11,68,10126
12,69,11134
13,71,12142
14,72,13150
15,73,14158
16,73,15166
17,74,16174
18,74,17182
19,74,18192
20,75,19200
21,75,20208
22,76,21216
23,77,22224
24,78,23232
25,81,24240
