,epsilon_progress,nfe
0,0,0
1,21,100
2,39,1100
3,42,2100
4,43,3100
5,44,4100
6,46,5100
7,47,6100
8,47,7100
9,48,8100
10,50,9100
11,53,10112
12,56,11136
13,60,12160
14,60,13184
15,62,14208
16,62,15232
17,63,16256
18,63,17280
19,64,18304
20,65,19328
21,67,20352
22,67,21376
23,67,22400
24,67,23424
25,67,24448
