,epsilon_progress,nfe
0,0,0
1,3,100
2,5,1100
3,5,2100
4,6,3100
5,6,4100
6,7,5100
7,9,6100
8,10,7100
9,11,8100
10,11,9100
11,11,10104
12,11,11116
13,11,12128
14,11,13140
15,11,14152
16,11,15164
17,11,16176
18,11,17188
19,11,18200
20,11,19212
21,11,20224
22,11,21236
23,11,22248
24,11,23260
25,11,24272
