,fdamage,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,Intratemporal utility GINI 2055,Intratemporal impact GINI 2055,Intratemporal utility GINI 2105,Intratemporal impact GINI 2105,Intertemporal utility GINI,Intertemporal impact GINI
0,2,992,1,7000.93239087645,0,2,1,2,0,0.37280726353545507,0.4612228880392341,0.2853310483059326,0.8483257316347025,0.7389429008031457,0.8792551469725716
1,2,645,1,13619.819884893006,2,1,0,1,0,0.30680153637140034,0.9165373437632032,0.25677215681031657,0.6062343658454599,0.7091166384452985,0.8975340258011242
2,0,520,2,5238.094490646636,2,2,0,2,1,0.3068592070036327,0.6518370401118554,0.2560564076953131,0.6781880256925116,0.7093531572391114,0.7822648224070581
3,2,89,1,9028.677105057859,4,1,1,0,1,0.37556478533157284,0.5485933682423896,0.3945326062886063,0.8350195074903198,0.695090154359031,0.8519452685765173
4,2,178,0,8345.53426869551,0,1,1,1,1,0.37291228418819106,0.37291228418819106,0.2856389788184567,0.9166342447108995,0.7387038548550365,0.8963409875262367
5,2,162,1,5549.598733594069,2,0,1,0,1,0.30678778802440704,0.5161208485309066,0.25612868493697116,0.9166002870430245,0.7094263580979556,0.8633036903617851
6,0,519,1,7275.279997499791,0,0,0,0,1,0.37326359549312493,0.6202062493453306,0.28585491617591224,0.9163071539700345,0.7387187881132142,0.8265651740418641
7,2,82,1,7809.445437951071,4,0,1,1,1,0.37552872197492104,0.7298050578423626,0.394394965864433,0.9165006762192732,0.6951828306751813,0.8458239164299249
8,2,767,2,10087.094037597035,2,1,0,0,0,0.30720527617058285,0.600070870775248,0.27887505080728947,0.6342494416627195,0.7003378455441533,0.9110847759299355
9,2,133,2,4716.2259315132915,2,1,0,0,0,0.30802016449181063,0.6010508959828812,0.37550095293073926,0.7806341394103103,0.6921336228199281,0.9077162288267194
10,2,249,0,12392.470140681653,4,1,0,1,1,0.37556706869760825,0.9164366990286902,0.3948299592114013,0.6613672579009123,0.6948550834612204,0.8799687619175316
11,2,309,2,9393.086296906864,4,1,1,1,0,0.37611087701823714,0.6164284921103126,0.4160691622519789,0.7004990251740849,0.6841661268096786,0.9040028635204372
12,2,927,2,12417.919559150621,0,1,1,1,1,0.3737675125746828,0.5688023437751156,0.4113978327434986,0.7523354943978126,0.7115919366515261,0.9140389114567339
13,2,309,1,13617.9790624703,0,1,1,1,1,0.37295591768038866,0.9164220722186831,0.2876407860208812,0.5664770081392958,0.7376617920461315,0.9187992566741621
