,fdamage,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,Distance to treshold 2055,Population under treshold 2055,Distance to treshold 2105,Population under treshold 2105,Total Aggregated Utility
0,0,179,2,10216.33583800836,4,1,1,2,1,1.1169206613209397,448.41656952512875,1.1186238755345044,676.8800301167952,3851.833966775784
1,1,133,2,11135.474126261708,2,1,1,2,0,1.2356202096614262,392.11377720333263,53.64285371291057,1387.9000465208019,4878.223581630336
2,1,590,1,12020.877560106797,3,0,1,1,1,1.080134441317413,468.34721663128005,0.28211860765239827,1480.4925875438719,3699.833109741478
3,1,228,1,10852.097883940949,3,1,0,1,0,0.06903372573126632,936.6944332625601,0.6655738770225561,1480.4925875438719,3657.6747286122436
4,1,94,1,11869.07973118335,4,1,1,2,1,1.1994557030884323,448.41656952512875,1.0676015956713583,676.8800301167952,3848.5155384295645
5,1,197,1,10846.449425551766,3,1,0,1,0,1.0685202762575867,468.34721663128005,0.31213895886111476,1480.4925875438719,3717.7476950044847
6,1,926,1,13024.255845890322,3,1,0,2,0,1.1815778151224907,468.34721663128005,0.26007156043069646,1480.4925875438719,3737.778417765338
7,1,422,1,7709.801659087336,4,1,1,1,1,1.026907894317525,448.41656952512875,0.9358871255368466,676.8800301167952,3836.248078803331
8,1,228,1,13105.778838231905,3,1,1,0,0,0.9146100575130376,468.34721663128005,0.2800860256634672,1480.4925875438719,3639.0397911968957
9,1,446,1,4296.287445320525,3,1,1,2,1,1.2516484959411012,468.34721663128005,0.24302706219000902,1480.4925875438719,3684.7184662090217
10,1,72,0,13583.636062321626,4,1,1,2,0,1.1753367645571082,448.41656952512875,1.184300298984467,676.8800301167952,3874.11746620132
11,1,532,1,12177.655405532332,3,1,1,2,0,0.07887754230887611,936.6944332625601,0.5916597460676927,1895.3104670826424,3670.684597668091
12,1,190,1,11472.544854748612,1,1,0,2,0,0.621911511423614,336.4130577544048,53.928541955347036,1016.3639102991358,4857.271736785536
13,1,190,1,11180.91203235634,4,1,1,0,0,0.8725325049533048,448.41656952512875,0.8335554440310831,676.8800301167952,3793.932076026763
14,1,190,1,9679.164818717343,3,1,0,0,0,0.9260925115391667,468.34721663128005,0.3371413952011879,1480.4925875438719,3664.4912136601615
15,1,739,2,7251.8300194748535,3,1,1,0,0,0.9341147031270927,468.34721663128005,0.37646704779120443,1480.4925875438719,3759.639429035516
16,1,404,1,13388.58433071229,3,1,0,1,1,0.06974154221000162,936.6944332625601,0.5556351117209206,1480.4925875438719,3643.9310319651545
17,1,404,1,11072.83447282485,4,1,1,1,1,0.06193679986806844,896.8331390502575,1.642663616392398,676.8800301167952,3794.8945356445734
18,1,738,2,6705.1954003510255,4,1,0,0,0,0.8745668590258526,448.41656952512875,0.8495886095167526,676.8800301167952,3802.4647577934275
19,1,190,1,12674.486350866922,1,1,1,2,1,0.5312603804015454,336.4130577544048,53.57048180008252,441.1024014749958,4841.891634952332
20,1,738,2,7725.717059459515,1,1,1,2,1,0.590770049803192,336.4130577544048,53.56053695878927,501.6643832149487,4838.022256251531
21,1,738,2,8574.876369492045,3,1,1,0,0,0.9302601991125776,468.34721663128005,0.3544758544300768,1480.4925875438719,3721.3749989283224
22,1,72,1,7541.841762678785,3,1,1,1,0,1.058752594754438,468.34721663128005,0.2979726602251962,1480.4925875438719,3703.203559216153
23,1,738,2,8154.965164327228,3,1,0,0,0,0.9293332336463125,468.34721663128005,0.35428528513325586,1480.4925875438719,3696.988392792965
24,1,739,2,11689.662371640694,4,1,1,0,1,0.8764159305751058,448.41656952512875,0.8126168627402801,676.8800301167952,3768.956882889971
25,1,313,0,7478.086962295451,3,2,1,2,0,1.218166309538192,468.34721663128005,0.26843196011565595,1480.4925875438719,3747.924237144107
26,1,678,2,13264.678882674021,1,1,0,2,0,0.6132417701542641,336.4130577544048,53.9302450971764,1016.3639102991358,4857.86263405666
27,1,190,1,8307.624521983184,1,1,1,2,0,0.6286631213272029,336.4130577544048,53.90972939112704,1016.3639102991358,4846.842639236213
28,1,738,2,13071.512953995023,1,1,0,2,0,0.6885238343435847,336.4130577544048,53.9155177501201,1016.3639102991358,4852.796322481059
29,1,190,1,9174.312405529303,3,1,1,2,1,0.15315460293918948,936.6944332625601,0.9095387752384587,2633.4891447341843,3718.7696746675433
30,1,857,2,8406.529377479943,1,1,0,2,0,0.749814228972028,336.4130577544048,53.903648752101674,1016.3639102991358,4848.779527342418
31,1,738,2,6735.983613918854,1,1,1,2,0,0.6960527627204074,336.4130577544048,53.89648457431015,1016.3639102991358,4842.292968166005
32,1,802,2,8893.268952408944,1,1,1,2,1,0.6876937258647198,336.4130577544048,53.54437342516455,923.0288117910679,4831.894473211552
33,1,663,2,13405.247203093078,3,1,0,0,0,0.9200805337217632,468.34721663128005,0.3080162304244882,1480.4925875438719,3642.140624349109
34,1,190,1,8432.912265616413,5,1,0,2,0,0.4833417205860955,330.1048035303076,54.53783830718824,1042.7390427182402,6159.130231720155
35,1,830,1,11270.726672307615,3,1,1,1,1,1.0833479511844037,468.34721663128005,0.2728522995791163,1480.4925875438719,3668.9512840113543
36,1,112,0,12776.176986317854,4,1,1,2,1,0.08598122427123478,896.8331390502575,2.854747778483086,1099.1150496390376,3811.0076166435897
