,fdamage,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,Distance to treshold 2055,Population under treshold 2055,Distance to treshold 2105,Population under treshold 2105,Total Aggregated Utility
20,1,802,2,8060.231268725026,1,1,0,2,0,0.802140949958152,336.4130577544048,53.88848567451361,1016.3639102991358,4842.309935939603
21,2,927,2,9041.475516804909,1,1,0,1,0,0.0,0.0,53.721199376227695,1267.0526340908361,4907.239365376192
22,1,309,0,7691.341947755594,3,1,1,2,0,0.09200919141756336,936.6944332625601,0.6641135289035518,2111.7652963734226,3657.272635434995
23,2,927,2,10308.512038308052,2,1,1,1,0,0.09249637067098293,392.11377720333263,53.462232823179406,1784.313778861636,4935.158641853522
24,2,927,2,8883.910758009186,1,1,1,1,0,0.0,0.0,53.69881676398798,1267.0526340908361,4896.145648699597
25,2,927,2,7337.234922003992,5,1,0,1,0,0.0,0.0,53.90221505754046,1602.5060950336638,6210.456727157898
26,0,309,0,7757.255964080191,3,1,1,1,1,1.0335414149245126,468.34721663128005,0.2789444775796732,1480.4925875438719,3668.185237431389
27,2,927,2,7554.414166228337,3,1,1,1,0,0.9355482621822917,468.34721663128005,0.7183090407301214,3373.7354385061203,3825.048440830844
28,0,182,0,7544.105389332597,3,1,1,1,0,1.0455495448236858,468.34721663128005,0.33177984853658216,1480.4925875438719,3694.130046932399
29,2,739,2,6227.465683610449,1,1,1,2,0,0.0,0.0,53.33162053244766,1893.1310535965195,4893.849001404753
30,1,739,2,7687.641233604319,1,1,1,2,0,0.7849505019254706,336.4130577544048,53.874059287260735,1016.3639102991358,4833.341576542897
31,2,959,2,11906.236635195677,1,1,1,2,0,0.0,0.0,53.815523531093,1145.161332300514,4923.183641310935
32,2,927,2,7432.055412198402,1,1,1,2,0,0.0,0.0,53.34145060824583,1893.1310535965195,4896.145648699597
33,2,927,2,6965.225486292347,3,1,0,1,1,0.9214249534588963,468.34721663128005,0.6590029897807166,1480.4925875438719,3755.145608021431
34,2,739,2,7981.180284328297,1,1,0,2,0,0.0,0.0,53.35403722731066,1893.1310535965195,4904.989778115783
35,1,790,0,5513.969013905805,3,1,1,1,1,1.0526282658856523,468.34721663128005,0.2433415658692093,1480.4925875438719,3671.428985259002
36,2,927,2,5216.364013226426,4,1,1,1,0,0.8789721347773785,448.41656952512875,0.811478923137255,2009.847171736596,3938.8327451017967
37,2,927,2,8020.400232801323,5,1,1,1,0,0.0,0.0,53.88135871324875,1731.41765640107,6199.25982305172
38,0,927,2,4049.0311484548674,4,1,1,1,1,1.0249840853681929,448.41656952512875,1.2031250341517756,676.8800301167952,3820.406169804859
39,1,927,2,6288.1810547503455,0,1,1,2,0,0.6444810204778828,322.2881872211466,54.11292456262842,1282.415941718475,4949.059145274702
40,0,149,0,11292.868412913833,3,1,1,2,1,1.2620722788834102,468.34721663128005,0.3056286660565586,1480.4925875438719,3672.921588706805
41,0,256,1,5844.15883064817,4,1,1,2,1,1.220415970392566,448.41656952512875,1.4421235494413231,676.8800301167952,3837.4717444334956
42,1,257,2,6033.802666315458,4,1,0,2,0,0.19780123836583052,896.8331390502575,53.244007909698404,2199.917644048758,3778.0774487279436
