,fdamage,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,Intratemporal utility GINI 2055,Intratemporal impact GINI 2055,Intratemporal utility GINI 2105,Intratemporal impact GINI 2105,Intertemporal utility GINI,Intertemporal impact GINI
0,2,712,1,5363.864612165633,5,0,0,0,1,0.2656296569815974,0.5708168583961344,0.21136024680987947,0.5871151042629222,0.7503081493677162,0.9148002646476785
1,2,108,1,6760.048478281446,4,1,1,1,1,0.3744370885641154,0.6087576264949571,0.39375817219099324,0.9165975537446174,0.7155726520223065,0.855935388621376
2,2,474,0,5682.705867511714,5,1,0,1,1,0.2650972242404535,0.9166099903939279,0.17609064221053924,0.5452165803176893,0.7630644257657816,0.9091291027771714
3,2,143,1,6748.351551368105,0,1,0,1,0,0.3687648321208402,0.9164410056425778,0.2827881443717088,0.5655506775424806,0.7401024671805649,0.9151414798981465
4,2,367,2,7877.384372490756,2,1,1,1,0,0.306614741338115,0.5996018340900724,0.37537869811398117,0.7929648707241521,0.7040012924131092,0.908100711615788
5,2,94,2,9536.28892495469,4,1,1,2,1,0.37508946311511027,0.6151474081873365,0.4215442296646485,0.7078428801090009,0.7004062064463581,0.9038262541437947
6,2,154,1,7556.512957809162,5,1,0,0,0,0.2650490339469202,0.32683638622493366,0.17506911114510912,0.916656768073263,0.7635394252274541,0.8866577244727871
7,0,648,0,8058.795882596264,5,2,0,1,0,0.26520140475221543,0.6235808035662608,0.1746171053415566,0.9165253879360736,0.7634811407727344,0.8118746231965145
8,2,356,1,11073.70085264399,4,1,1,0,1,0.3744744123850415,0.9165122619124401,0.39410298555681456,0.6603874615240556,0.7152910226848843,0.879843198015291
9,2,756,2,8561.029404008357,0,2,0,1,0,0.368671386818853,0.6867258565601044,0.28063425230467615,0.847773339510672,0.741236944487564,0.8720881196293024
10,0,817,2,5841.907090047886,4,1,0,1,0,0.3745196873724841,0.650505077811085,0.39384330715663796,0.9161581336788733,0.715596814041418,0.7509329898604967
11,2,971,1,11902.471606199993,1,2,1,0,1,0.2773072736009955,0.6580858316115207,0.2249397116004385,0.9166402879338316,0.7383934464439763,0.8514941620823807
