,epsilon_progress,nfe
0,0,0
1,10,100
2,26,1100
3,28,2100
4,34,3100
5,36,4100
6,38,5100
7,38,6100
8,39,7100
9,40,8100
10,40,9100
11,40,10132
12,41,11140
13,42,12148
14,44,13156
15,46,14164
16,46,15168
17,49,16194
18,50,17220
19,50,18246
20,51,19272
21,51,20298
22,51,21324
23,51,22350
24,51,23376
25,51,24402
