,fdamage,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,Distance to treshold 2055,Population under treshold 2055,Distance to treshold 2105,Population under treshold 2105,Total Aggregated Utility
0,0,51,2,10750.518265747574,4,1,1,2,1,1.1685543302815977,448.41656952512875,1.3312449858384332,676.8800301167952,3856.696712902774
1,2,802,2,6021.148470189242,3,1,1,0,0,0.8599318068044945,468.34721663128005,0.7202377541418721,1480.4925875438719,3769.47640863991
2,1,9,0,6790.720532379208,4,1,1,2,1,1.1774580746588734,448.41656952512875,1.1200922064011365,676.8800301167952,3859.2443946631192
3,1,404,1,12629.266092990842,1,1,0,2,0,0.5301077679173025,336.4130577544048,53.93091805867725,1016.3639102991358,4863.081615071844
4,1,294,1,4838.536914981645,3,1,1,0,1,0.9094355620437593,468.34721663128005,0.24309126464043707,1480.4925875438719,3634.565377231986
5,1,294,1,4485.606605794077,3,1,1,1,0,0.06337315542954847,936.6944332625601,0.6797123711692401,1480.4925875438719,3647.184241268971
6,1,802,2,11908.7020928138,1,1,0,2,0,0.8695737776860546,336.4130577544048,53.8610119130142,1145.161332300514,4839.87673048434
7,1,883,1,4831.669346392834,3,1,0,0,0,0.918508518241733,468.34721663128005,0.3147763363669678,1480.4925875438719,3644.7872177208546
8,1,360,2,12113.549975876003,1,1,0,2,0,0.552267376555021,336.4130577544048,53.92624659863205,1016.3639102991358,4861.472594323071
9,1,802,2,9095.11249914703,1,1,1,2,0,0.8768539977511343,336.4130577544048,53.841059917215986,1145.161332300514,4831.07010178992
10,1,512,0,4517.385653563817,4,1,0,2,1,1.1807535059241288,448.41656952512875,1.1229213306675316,676.8800301167952,3877.6133876666872
11,1,404,1,8606.439051901516,1,1,1,2,0,0.5343534092406907,336.4130577544048,53.91216745578401,1016.3639102991358,4854.618778649865
12,1,802,2,11796.395568083342,4,1,0,0,1,0.8782469685951917,448.41656952512875,0.8550348646390029,676.8800301167952,3787.225804780559
13,0,738,2,11236.803704601449,4,1,1,1,0,1.0259870625447802,448.41656952512875,1.3367807134762466,676.8800301167952,3852.4442281626566
14,0,976,2,8965.360190469462,3,2,0,2,1,1.194472130989031,468.34721663128005,0.2842181127561274,1480.4925875438719,3748.4342433010484
15,0,330,2,10783.340166699822,3,0,1,2,0,1.1796157000732475,468.34721663128005,0.28573790080995853,1480.4925875438719,3740.8650588969062
16,1,678,2,4347.405876150731,2,1,0,2,0,1.233947553323876,392.11377720333263,53.6439566673512,1387.9000465208019,4889.046318904507
17,1,656,0,12393.47302006617,3,1,1,1,1,1.0722983908657484,468.34721663128005,0.28888264261306795,1480.4925875438719,3681.0118617061253
18,1,816,2,8894.196484676939,1,1,0,2,0,0.6203863755626289,336.4130577544048,53.91195291923597,1016.3639102991358,4856.60877008792
19,1,404,1,6725.698674651719,5,1,0,2,0,0.3980257350145888,330.1048035303076,54.535109646360574,1042.7390427182402,6163.550614585911
20,1,395,1,13610.037538141003,3,1,1,2,0,0.1015643430605222,936.6944332625601,0.7829440592458028,2111.7652963734226,3659.3012896551536
21,1,392,2,8205.742597631986,4,1,1,1,1,1.0232272706798113,448.41656952512875,0.986168591449079,676.8800301167952,3845.369454373087
22,1,514,0,12318.77286268348,4,0,1,2,1,1.1843597913633659,448.41656952512875,1.1307987744881902,676.8800301167952,3878.787455482536
23,1,927,2,6547.382557178795,1,1,0,2,1,0.7201867261302379,336.4130577544048,53.901857157730724,1016.3639102991358,4846.400073224673
24,1,190,1,12455.060640941008,4,1,1,0,1,0.8717999622990891,448.41656952512875,0.8136068389154572,676.8800301167952,3782.9934153109743
25,2,802,2,9313.589477860645,1,1,0,1,0,0.0,0.0,53.52314921404877,1716.8722823928454,4926.650889231072
26,1,394,0,10989.535750987106,3,1,0,2,1,1.2245745232767744,468.34721663128005,0.2587548654609757,1480.4925875438719,3721.218763284061
27,1,927,2,5878.310605080445,4,1,0,2,1,0.17171739778442463,896.8331390502575,18.686930953300415,2126.9674833382687,3790.53609406923
28,1,309,2,5357.672731686223,3,1,0,0,1,0.9184300512908385,468.34721663128005,0.2822098661012731,1480.4925875438719,3637.1372573792305
29,1,290,0,11450.70022120975,3,1,1,1,0,1.0697296579899294,468.34721663128005,0.33174158524294817,1480.4925875438719,3704.4496321411425
30,1,738,2,11883.73506336787,1,1,0,2,0,0.7517621831148915,336.4130577544048,53.88478414235484,1145.161332300514,4847.580584584776
31,2,802,2,12251.506690554628,1,1,1,1,0,0.0,0.0,53.49674077141224,1716.8722823928454,4916.3184186739045
32,1,927,2,10910.10120871387,4,1,0,1,0,0.11148800018990168,896.8331390502575,0.5288894568065685,1775.9950797558326,3789.2757595186054
33,1,927,2,8391.928079639445,1,1,1,2,1,0.7295308049955325,336.4130577544048,53.86961099743191,1016.3639102991358,4832.319728341883
34,1,190,1,6023.157661937012,3,1,0,0,1,0.92501715562079,468.34721663128005,0.3110875070453627,1480.4925875438719,3658.618883252592
35,1,190,1,12790.524492693765,0,1,1,2,0,0.575029257026693,322.2881872211466,54.11481431725991,1282.415941718475,4960.426163565994
36,1,309,2,6566.161135754184,4,1,1,2,0,0.1410797149619636,896.8331390502575,18.694124895971537,2126.9674833382687,3805.392145003798
37,1,404,1,13030.496786851874,5,1,1,2,1,0.3205811229023553,330.1048035303076,54.18030265849933,714.3703667830008,6155.085798286418
38,1,190,1,13092.263620235444,2,1,1,2,1,1.153163143918844,392.11377720333263,53.276691855065394,1296.1421384987152,4874.606105835184
