,epsilon_progress,nfe
0,0,0
1,19,100
2,37,1100
3,40,2100
4,40,3100
5,43,4100
6,44,5100
7,47,6100
8,47,7100
9,49,8100
10,49,9100
11,50,10112
12,50,11136
13,52,12160
14,53,13184
15,53,14208
16,53,15232
17,54,16256
18,54,17280
19,55,18304
20,57,19328
21,58,20352
22,59,21376
23,59,22400
24,59,23424
25,59,24448
