,epsilon_progress,nfe
0,0,0
1,15,100
2,30,1100
3,35,2100
4,36,3100
5,38,4100
6,39,5100
7,40,6100
8,41,7100
9,42,8100
10,44,9100
11,47,10108
12,49,11162
13,50,12216
14,50,13270
15,50,14324
16,52,15378
17,52,16378
18,53,17386
19,54,18394
20,54,19402
21,54,20410
22,54,21418
23,54,22426
24,54,23434
25,54,24442
