,fdamage,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,Distance to treshold 2055,Population under treshold 2055,Distance to treshold 2105,Population under treshold 2105,Distance to treshold 2155,Population under treshold 2155,Distance to treshold 2205,Population under treshold 2205,Distance to treshold 2305,Population under treshold 2305,Total Aggregated Utility
200,2,313,1,5901.88659192675,1,1,1,1,0,0.0,0.0,53.01878941512429,2472.88734975062,60.91486322322696,3611.408944360419,67.40155266885633,3740.2063663617973,77.58645110752303,3740.2063663617973,6153.405423158316
201,1,453,1,8195.93689995567,2,1,1,1,0,0.3874934976816442,392.11377720333263,3.5697667744035035,488.1716403629208,62.75898287350784,1784.313778861636,69.85081160097974,2029.5266509623143,52.300323493292105,2350.113896524737,11121.943020518913
202,1,313,1,10092.4346974108,0,1,1,1,0,0.07781121674744573,322.2881872211466,53.61947700453103,982.9951175780106,64.430080965242,3221.6816934696303,71.91006919385082,4122.811006649495,54.16373363067378,5072.602237752435,13175.109629424003
203,1,414,1,12713.852900762018,2,1,1,1,0,0.4318396073389694,392.11377720333263,11.239684271969134,622.5058907699087,62.65370406594465,2029.5266509623143,69.6767963439356,2497.3501709067928,80.24376929667108,3353.5590827052038,11624.707171509368
204,1,933,0,10466.48472488634,2,1,0,2,1,0.8349949627121815,392.11377720333263,52.88565721156243,1296.1421384987152,62.90298351144806,2191.7511946134764,70.09090429363344,2191.7511946134764,80.86776258162575,2029.5266509623143,10204.922107020666
205,1,509,1,5782.086173508356,2,1,1,1,0,0.47305396599105576,392.11377720333263,52.769799711802385,1027.0883286775713,62.05425680604039,2350.113896524737,69.48468880772839,3487.8933331121916,51.952710456606454,3833.0050211077373,11969.96014841669
206,2,908,1,9675.142809330891,5,1,0,1,1,0.0,0.0,53.99933588077439,1375.6381545460576,62.53184427105797,3740.215785781419,69.20044959587266,3782.7619401295824,80.6378598027862,3584.7338540926144,9831.2522555183
207,1,312,2,9674.550391723584,0,1,0,1,0,0.04935406337920878,322.2881872211466,23.922441401322185,806.8959842396225,64.54625649265415,2450.364884175149,72.14019631502224,3356.338888052043,83.66403084610005,4325.190940062255,14485.212939133657
208,2,353,0,4222.468799818324,2,1,0,1,1,0.07125716328295151,392.11377720333263,52.745325989833326,1296.1421384987152,61.84195292859916,3862.734694352202,68.42483065818779,4460.9965686192645,79.62482905600014,3862.734694352202,7480.920895563657
209,2,103,1,5595.283211571216,5,1,0,1,1,0.0,0.0,53.855599972066855,2022.8141333525432,61.998957552213405,3782.7619401295824,68.557982427836,3911.6735014969886,79.73976676867366,3782.7619401295824,9568.669356173923
210,1,891,1,12096.580587183493,2,1,0,1,0,0.43708801501870354,392.11377720333263,14.972709511540165,622.5058907699087,62.644872042609315,2029.5266509623143,69.66163851756919,2596.333632521139,80.2102364948374,3353.5590827052038,11980.103391351327
211,1,857,2,10357.577926790198,5,1,0,1,1,0.024877927929359056,330.1048035303076,53.88720022557681,1937.497941656969,62.740987883110726,3649.8602463880147,69.09283754707533,3782.7619401295824,79.1453331520078,3911.6735014969886,11646.909905758605
212,1,575,2,4175.05004384432,2,0,0,2,0,1.2205243142227615,392.11377720333263,53.187620799285654,1541.3550105993936,62.27443230046031,2566.5925558534864,69.86915439370324,2919.641558019871,80.46177184267546,2919.641558019871,12780.223887767825
213,2,830,1,9580.125850633416,2,0,0,2,1,0.0686800111919812,392.11377720333263,0.5004402146719544,488.1716403629208,62.56206996524846,1296.1421384987152,67.90899671851778,1296.1421384987152,1.4179702280327873,488.1716403629208,9232.445465997947
214,1,106,2,11181.100520229684,5,1,1,2,0,0.1225416668115642,330.1048035303076,54.20308947117287,1171.6506040856464,63.538144493641,2001.1125126265342,71.30539067864201,2251.060940425067,82.18546709273375,2065.3602877007065,14041.172821978527
215,2,373,1,10413.828773261974,0,1,1,1,1,0.0,0.0,53.61845738916036,1282.415941718475,63.27194423283986,4581.889147088144,70.18177956061628,4685.552675973466,53.928779382265766,5209.5919661204325,9603.97728898639
216,2,714,2,6183.57076506615,3,1,1,2,0,0.9519993215568225,468.34721663128005,0.509791529950397,1480.4925875438719,18.286707053833908,2764.237838557969,69.32092351321815,2816.6603677511457,4.013755693464452,2764.237838557969,8170.632499287827
217,2,216,0,11109.541281149155,4,1,1,2,0,0.9121994100065651,448.41656952512875,3.015681882793019,1099.1150496390376,51.59109964284331,2199.917644048758,69.58465334082639,2310.94075549464,80.23926684951762,2126.9674833382687,7193.623754417006
218,0,972,1,6872.971639038036,1,1,0,2,0,0.04357541394026576,336.4130577544048,5.547367360880567,441.1024014749958,62.83533923219436,1287.526115668619,70.51349458489341,1287.526115668619,81.10920969113715,1969.411839919714,13278.613621956098
219,0,818,1,10065.5490255189,4,2,0,2,0,1.206958323983462,448.41656952512875,1.5530984801114662,676.8800301167952,2.088251553908397,676.8800301167952,2.3499818390921496,676.8800301167952,2.595060665580713,676.8800301167952,9567.905985223217
220,1,582,2,8849.552246960058,0,1,1,1,0,0.0,0.0,0.16450414896775267,372.6198936204345,64.38579421126013,914.9333056926503,72.77177220563142,1768.4724818286775,73.89021218668822,2133.2235534446068,6972.404579782134
221,1,443,0,9862.513990727046,1,1,0,2,0,0.1335773660193158,336.4130577544048,53.21086585198405,501.6643832149487,63.35071953739962,1145.161332300514,70.60082012367836,1145.161332300514,81.37475989139054,1145.161332300514,10511.315314777092
222,1,640,2,10548.279861383468,0,1,1,2,0,0.2588536299302051,322.2881872211466,53.742686027344305,1282.415941718475,51.8734651151074,2328.2458813043904,72.66677772315613,2657.1996623942205,84.42627413935628,2923.4939097200845,6921.975190124938
223,0,865,2,4972.075540391596,0,1,0,2,0,0.06265733839478593,322.2881872211466,0.6366165973742166,372.6198936204345,64.51445049181493,875.7777985162759,70.47871957109295,1592.0992443827083,84.6670991956123,2550.782110825002,7057.53442200454
224,2,604,1,7175.40700693472,0,1,0,2,0,0.0,0.0,53.77090820807867,982.9951175780106,64.225328576086,3856.3689670079193,71.15416416375533,4312.826216220133,82.94310961005124,4526.395560618933,11749.989786017572
225,2,399,0,9717.454429332143,0,1,0,1,1,0.0,0.0,0.34589548207448645,372.6198936204345,64.24979407303985,3527.484401369682,68.97440132942927,4533.76230296813,31.199876373180352,3332.7108584855887,11580.12200040716
226,1,508,2,11290.093937187197,0,1,1,2,1,0.04404466214323355,322.2881872211466,1.1062120081344968,372.6198936204345,65.01664620333561,1287.4110169694684,72.98532706883513,1465.6113442552746,1.2042417711641829,451.64451546238354,7070.636828308792
227,1,983,1,12031.208691410427,5,1,0,2,0,0.15857481447034139,330.1048035303076,54.19522093501657,1171.6506040856464,64.01436420812708,2001.1125126265342,71.26637767349963,2251.060940425067,82.12923675800772,2251.060940425067,13999.100220213697
228,1,846,2,11175.426643111323,0,0,0,2,0,0.0885054264493369,322.2881872211466,0.98041613870043,372.6198936204345,64.532596740944,914.9333056926503,73.0179454999939,1465.6113442552746,84.84767880189915,1538.6867587101688,7077.627438368604
229,1,150,0,12918.774560157677,0,0,1,2,1,0.2132270358035494,322.2881872211466,8.619462047325232,806.8959842396225,64.98168901448314,1528.1230857035298,72.95061671303449,1592.0992443827083,84.85815975686663,1279.1536442261504,7042.540289458508
230,2,901,1,13162.279470948424,0,1,1,1,0,0.0,0.0,0.0,0.0,64.17775388533875,2142.531220497853,71.99356758177032,3759.476465406042,83.6958306311846,4325.190940062255,12412.860609758136
231,1,735,0,7503.114212224851,2,1,0,2,1,0.6878799797942252,392.11377720333263,52.91552102259841,706.5010831151488,62.976452092283424,1541.3550105993936,70.19139083367286,1541.3550105993936,70.74798720345296,1296.1421384987152,9904.80874053849
232,1,312,0,12124.809003771108,4,1,0,2,1,0.11667705699079489,896.8331390502575,6.641267772393483,2126.9674833382687,62.446873879082,2310.94075549464,69.60427513931891,2310.94075549464,38.03926036708678,2126.9674833382687,7551.578582262958
233,1,75,0,7522.998847515357,4,1,0,2,1,0.19053712699871728,896.8331390502575,52.74449939451757,2310.94075549464,43.08876605254801,2980.880788282604,69.3357859311973,3020.846395306409,69.86061593881092,2998.55510574688,7687.676749289403
234,2,90,0,8214.070653215826,0,2,0,2,0,0.0,0.0,0.0,0.0,64.98806055770258,1528.1230857035298,70.38012838535178,2199.3279552671697,84.65932742726423,2334.428174001284,7057.162407831548
235,2,259,1,12368.506702274852,0,1,1,2,1,0.0,0.0,53.98531748381971,2116.3116865956795,63.31649986732287,4493.532711055141,70.22907154533569,4312.826216220133,83.0543631974269,4526.395560618933,9777.18056870149
236,1,927,0,6818.905362102094,0,1,0,2,1,0.5479604818066517,322.2881872211466,54.01996367835869,1606.2289349540288,64.59907703133105,2913.0762665753587,69.84703252498981,3296.7709876978124,84.32020560470691,2923.4939097200845,10815.244025873777
237,2,572,0,9345.508574392108,0,2,1,2,0,0.0,0.0,0.0,0.0,64.54921439166444,914.9333056926503,72.99159103150612,1465.6113442552746,84.81757338219772,1538.6867587101688,7105.927275496164
238,1,945,1,5561.535535467033,0,2,1,2,0,0.20474922042298604,322.2881872211466,2.1639080043309993,510.98771966139356,64.52266217361708,1287.4110169694684,73.0185356090507,1465.6113442552746,84.85088430631318,1538.6867587101688,7068.0401946416105
239,1,139,0,8293.061320357057,0,0,0,2,1,0.37965414333080905,322.2881872211466,53.74172362066592,1282.415941718475,64.87717915927168,2022.4431734043392,72.79587761314595,2225.332556949574,55.0460823014658,2307.069657861588,6971.089779755197
240,2,643,2,13354.307682681681,0,1,0,2,0,0.0,0.0,46.97158571439824,2412.219951173908,63.08131480263635,4493.532711055141,69.85391283341114,4312.826216220133,81.79655890536968,4526.395560618933,8597.873434464456
241,1,893,1,8596.324901984539,5,0,1,2,0,0.14815248113011092,330.1048035303076,54.22287844090791,1042.7390427182402,64.11168124955329,1752.0358165231291,68.99773200201575,1978.9037570107353,71.92602283293562,1978.9037570107353,13631.092426866564
242,1,911,0,11554.979986428665,3,0,0,1,0,1.0881874041032118,468.34721663128005,0.4054525902180488,1480.4925875438719,0.4937022885990574,1480.4925875438719,0.5197764157435443,1480.4925875438719,0.4849239876498421,1480.4925875438719,5823.63031369559
243,2,284,0,11570.489632847995,2,0,0,2,0,0.08205341338636596,392.11377720333263,3.2834115613413326,622.5058907699087,62.89835283331786,2191.7511946134764,70.04821546920452,2216.275637046599,80.80430317806263,2176.76292534437,10239.148904592126
244,1,101,1,9735.070702653633,3,0,1,2,0,0.13824949903018702,936.6944332625601,18.44248736996824,2764.237838557969,62.158323150311894,3022.2571351963156,69.27851095397203,3022.2571351963156,79.83251956348413,3022.2571351963156,8305.62058972102
245,2,289,2,5843.903950311033,0,0,0,1,1,0.0,0.0,0.0,0.0,64.85811200796797,1199.2385200652923,72.60919859051918,2339.2681182821393,74.05724599886388,898.569582872551,7503.235928186046
246,2,136,0,11845.232447831622,2,0,0,2,0,0.09889896170342216,392.11377720333263,52.89849149655645,1296.1421384987152,62.679096707582126,2835.6463656746305,69.69494271272251,3053.9758084268587,80.41139359338993,2919.641558019871,10617.711247094881
247,0,561,0,6044.186018136863,0,1,0,2,1,0.13313842822512167,322.2881872211466,2.421494795535693,611.3966805022903,64.4478632925514,1651.6436404741678,72.84994575709825,2155.8721498162254,84.60145995168054,2550.782110825002,7012.735055507754
248,1,311,1,10201.83579731343,0,0,0,2,0,0.14309115291983143,322.2881872211466,2.2897462970187474,510.98771966139356,65.01087820761686,1287.4110169694684,72.97413528905446,1563.7380153302715,84.79921614314323,1672.8794984652905,7056.383362676691
249,1,452,1,6481.06818905239,0,1,0,2,0,0.7044961167970099,322.2881872211466,53.96698635553753,2116.3116865956795,64.38391029444766,3153.78833530942,71.81567238824216,3854.954509093082,83.2165692821779,4526.395560618933,12751.321441894
250,1,349,1,6695.5822261469275,1,1,0,2,0,0.5620418758152956,336.4130577544048,53.46681747742692,1145.161332300514,63.08275084490145,1915.9010163770067,70.19800215713549,2170.1402989005155,80.8633488209787,2170.1402989005155,10860.322172952743
251,1,345,2,11402.106536241514,1,1,0,2,1,0.0839195463396829,336.4130577544048,10.247380029846074,441.1024014749958,63.38748850658408,1016.3639102991358,70.66039572738718,1016.3639102991358,71.2027602036155,501.6643832149487,9018.986785354402
252,1,732,0,5574.843317754513,5,0,1,2,0,0.1079358386861291,330.1048035303076,54.23217321968627,1042.7390427182402,64.1372788739447,1731.6984177907643,71.4626161984581,1752.0358165231291,82.36097317013397,1731.6984177907643,13667.859744208386
253,1,553,0,7674.123032668805,0,1,0,1,0,0.0,0.0,0.1747834658400162,372.6198936204345,64.38702771019491,914.9333056926503,72.77319494153703,1768.4724818286775,73.88643875805316,2133.2235534446068,6973.142437510788
254,2,781,0,11452.376709087857,0,1,0,2,0,0.0,0.0,0.0,0.0,64.99380508406185,1528.1230857035298,72.73492729867125,2657.1996623942205,84.49201348053268,2786.504181352087,9835.418821434962
255,2,2,2,12601.227185232277,3,1,0,2,1,1.0088813812244313,468.34721663128005,18.43208121897538,2764.237838557969,61.812883928812106,5015.8005393188,68.73026695376878,5232.25536860958,79.54635835137296,4885.051845495014,6255.848586599437
256,1,249,0,7305.6486506226565,3,2,1,1,0,1.0967778762578173,468.34721663128005,0.3876398216886605,1480.4925875438719,0.44268638887573575,1480.4925875438719,0.4547174522771722,1480.4925875438719,0.4318894720575148,1480.4925875438719,5317.898115651048
257,1,709,1,11092.489764147735,5,1,1,2,0,0.40108675916863057,330.1048035303076,54.13264844715402,1731.6984177907643,63.8095440945186,2341.4164798184715,70.921659891157,2470.3280411858777,71.36070350660356,2697.195981673484,14591.668100062217
258,1,604,2,8078.056386957617,1,2,1,2,1,0.2454499809757258,336.4130577544048,53.220370092301046,441.1024014749958,62.901916035865696,1016.3639102991358,70.68179782003659,1016.3639102991358,71.18081245875999,923.0288117910679,8648.92809393101
259,2,695,2,11185.786569312579,4,1,1,1,1,0.8999485566871208,448.41656952512875,0.24174833909890947,1662.89605509462,62.205663502698215,2126.9674833382687,18.514488693494126,3530.808872453228,11.103178923227475,2126.9674833382687,6821.471171165594
260,2,774,2,6663.341219993634,0,1,0,1,0,0.0,0.0,0.0,0.0,64.59666654848046,2450.364884175149,71.80462145238972,4122.811006649495,54.27039391438545,4919.727734796694,13077.888501020716
261,2,247,0,5917.65593441932,2,1,1,2,0,0.12133491772721627,392.11377720333263,53.0861243127108,2191.7511946134764,61.68939176483726,4270.172110104043,68.07103576960841,4677.475227948014,78.46772454761111,4677.475227948014,6590.377881698604
262,2,160,1,4882.6718129389665,3,1,0,1,1,0.9469623777318517,468.34721663128005,0.8307132983920493,1480.4925875438719,61.98872526423701,3504.484132329905,54.462521768109134,4078.630509883843,1.7658100974183877,3504.484132329905,6883.098117981547
263,2,415,2,9706.175478090609,0,2,0,1,0,0.0,0.0,53.64810250831356,982.9951175780106,63.82007667872853,4307.818050248602,70.7848191312515,4442.259438754294,71.89953835186883,5202.800411111001,10186.619352351398
264,1,673,1,10388.117606845157,4,2,0,2,0,1.1706748544530485,448.41656952512875,1.3506322322650786,676.8800301167952,1.5519859385006147,676.8800301167952,1.5631259460809774,676.8800301167952,1.4761104008347439,676.8800301167952,4766.415165765322
265,1,182,0,7351.7139619195905,5,2,1,2,1,0.2321266731347551,330.1048035303076,54.22727586460473,1042.7390427182402,64.14236437342973,1731.6984177907643,71.47974535127008,1752.0358165231291,82.38562365321911,1731.6984177907643,13152.44505877452
266,2,792,0,8380.946629147073,3,1,0,2,0,0.9688266419963705,468.34721663128005,0.7590748169807477,2111.7652963734226,62.10708720608482,3110.1004032454257,54.56987621176619,4389.5990336043005,79.74551542433807,3127.6288914716033,7931.457479009983
267,0,930,0,8370.489606632389,3,1,1,1,1,1.0810975765891238,468.34721663128005,0.403719030784212,1480.4925875438719,0.5476925805514181,1480.4925875438719,0.64072983867531,1480.4925875438719,0.6617803801539401,1480.4925875438719,9199.079928599807
268,2,428,0,9663.866823398352,0,1,1,1,1,0.0,0.0,53.930822251738064,1655.0358353389097,63.01071620820577,4600.97888109581,69.92058592571553,4685.552675973466,53.724707084679835,5230.563567581673,8692.039452484014
269,2,98,2,13337.614079902994,0,1,1,1,0,0.0,0.0,53.870937350904654,1740.0720416926074,62.57762993836111,4626.914013085427,69.40048132270476,4794.482982548041,81.4053693395079,5037.151280444479,7789.577728832138
270,2,699,0,9721.473770963285,5,1,0,2,1,0.0,0.0,53.93509481094056,2251.060940425067,62.271081052156646,3692.406400736178,68.87597425012413,3692.406400736178,80.20409327928432,3692.406400736178,9560.237413787141
271,0,445,1,12903.59272430181,3,1,1,2,1,1.1603427017787666,468.34721663128005,0.35607082133502654,1480.4925875438719,0.4430338437130459,1480.4925875438719,0.49841515494896393,1480.4925875438719,0.5151412107093774,1480.4925875438719,9096.850713426873
272,1,545,0,12681.385129947697,0,1,1,2,0,0.18202908372697546,322.2881872211466,53.766515754864926,982.9951175780106,64.8976978459044,2003.3534393966725,72.77844041761142,2225.332556949574,84.57017914981701,2786.504181352087,6975.542648110246
273,0,150,1,4571.335355967145,3,1,0,2,0,1.2255043668436336,468.34721663128005,0.40716334657872855,1480.4925875438719,0.5377055725078583,1480.4925875438719,0.6194407807387687,1480.4925875438719,0.6653297214603131,1480.4925875438719,9943.983467050695
274,1,637,0,6481.085868594957,2,0,1,2,0,0.8071708900430872,392.11377720333263,52.90990547856247,1296.1421384987152,62.97146539580842,1541.3550105993936,70.1819061746811,2029.5266509623143,80.88557508441481,1541.3550105993936,10724.184349121126
275,0,662,0,12208.698186546839,3,1,0,2,1,1.2582757758279037,468.34721663128005,0.4296216359692713,1480.4925875438719,0.5705498554577151,1480.4925875438719,0.6463298605741365,1480.4925875438719,0.6519630535708787,1480.4925875438719,9602.604414810758
276,1,430,2,8158.473455963381,2,0,1,2,0,0.717965102701051,392.11377720333263,52.92655723869416,622.5058907699087,63.010309396114266,1387.9000465208019,70.23480413721599,1387.9000465208019,80.94743438269022,1387.9000465208019,10364.06178392344
277,2,190,1,10650.337072403043,0,0,1,2,0,0.0,0.0,53.54324770252236,3309.099126923576,61.70728670279557,4493.532711055141,68.72199587073658,4442.259438754294,80.74422543505871,4663.38528898693,6889.385269626549
278,2,546,2,5767.420861415416,2,2,0,2,0,0.15357735449222676,392.11377720333263,53.13066111702158,2176.76292534437,62.12127586314005,3695.602412868371,68.71991909142345,4270.172110104043,78.86334831458026,4294.696552537165,9128.996198401925
279,1,956,0,11783.290278462791,0,1,0,2,0,0.17872905518676452,322.2881872211466,53.76940309553972,982.9951175780106,64.9036981413093,2003.3534393966725,72.78770654367878,2225.332556949574,84.5757910036979,2786.504181352087,6979.97523869993
280,1,136,2,13044.23459877518,1,0,0,2,1,0.4360360460358981,336.4130577544048,53.523360861612765,1016.3639102991358,63.265309255109536,1646.9371171347798,70.50203552901183,1646.9371171347798,81.28287639680299,1631.5499379683872,9637.811154587262
281,2,345,0,10618.706339563865,3,0,0,2,0,0.980607965535315,468.34721663128005,0.7028138851339361,1895.3104670826424,62.17398561188922,2816.6603677511457,69.27926735865725,3022.2571351963156,79.8673142283279,2816.6603677511457,7756.468924981932
282,2,953,1,7938.816225249779,0,1,0,1,0,0.0,0.0,53.86518851720566,1740.0720416926074,62.55282477715587,4626.914013085427,69.39253930085816,4794.482982548041,81.37894577665216,5141.309693213983,7755.809263498482
283,1,931,0,11437.342326497597,3,2,0,2,1,1.2021208346708123,468.34721663128005,0.3511825569037961,1480.4925875438719,0.37934381575935827,1480.4925875438719,0.38367484844567734,1480.4925875438719,0.36216063903070905,1480.4925875438719,5102.147879781328
284,1,805,1,4645.316319846724,2,1,0,2,1,0.7241899333458974,392.11377720333263,52.90817013864981,1296.1421384987152,62.958938632462136,1541.3550105993936,70.16798655255482,2029.5266509623143,80.94360519587973,1387.9000465208019,9879.284610475735
285,1,580,1,9797.51395798254,1,2,1,2,1,0.3006563956533588,336.4130577544048,53.20959453105494,501.6643832149487,63.37443185037729,1016.3639102991358,70.6509372283768,1016.3639102991358,81.4258778784788,1016.3639102991358,8998.108021600385
286,0,936,2,5656.967289371272,4,0,0,2,1,1.1878786239410253,448.41656952512875,1.5341629248398427,676.8800301167952,2.0840541023151937,676.8800301167952,2.3437960412855126,676.8800301167952,2.503502903400871,676.8800301167952,9283.688628732214
287,1,314,1,9808.780367006726,0,1,0,2,1,0.36500264618181,322.2881872211466,54.07555353384424,1606.2289349540288,64.77062131612591,2328.2458813043904,72.60490574535785,2786.6328849283814,84.62684426553248,2334.428174001284,6899.002796277078
288,1,754,0,6658.004739723165,5,0,0,2,0,0.06842007293018015,330.1048035303076,53.881156566752615,1042.7390427182402,64.16317669605802,1398.7993059629468,71.50021627554396,1731.6984177907643,82.40375248151369,1731.6984177907643,13179.7720251715
289,1,869,0,7247.453287591652,3,0,0,2,1,1.236895400396399,468.34721663128005,0.4023220261596896,1480.4925875438719,0.46812864241551333,1480.4925875438719,0.4750114678783288,1480.4925875438719,0.41961129253074203,1480.4925875438719,5592.785025780607
290,1,879,1,6173.552307397665,0,0,1,1,1,0.0,0.0,0.38764472515229387,372.6198936204345,64.39229031802182,914.9333056926503,72.83179512652512,1433.867468675872,74.0565323786814,898.569582872551,6987.349742188122
291,2,338,2,7819.255163162543,5,1,0,2,1,0.0,0.0,54.11762525871613,1731.6984177907643,63.16160071467039,3399.9118185894813,69.95839642364831,3628.1586256620053,53.02254272011894,3030.0950935013016,11160.160499159969
292,1,972,1,10459.09660093388,3,2,1,2,0,0.1335889737914937,936.6944332625601,1.762845944799932,2764.237838557969,18.282170208237275,2816.6603677511457,69.33948647511714,2816.6603677511457,79.89406100802209,2764.237838557969,8217.921781550594
293,1,332,0,9110.05889117785,2,0,1,2,1,0.807680043183397,392.11377720333263,52.911471658731585,1296.1421384987152,62.98232365865196,1541.3550105993936,70.20614281048441,1541.3550105993936,80.94674299007941,1387.9000465208019,9907.754696734843
294,1,189,2,8015.853931562828,5,2,0,2,1,0.08706445354567405,330.1048035303076,53.896761096927875,714.3703667830008,64.21947855495661,1171.6506040856464,71.58898848151091,1171.6506040856464,82.51342342743018,1042.7390427182402,11700.558557534554
295,2,904,0,9860.511621927695,5,0,0,2,1,0.0,0.0,54.039838083045325,2001.1125126265342,62.82855759888698,3442.4579729376446,69.53540154027898,3692.406400736178,80.59954818048604,3692.406400736178,10548.575126114953
296,2,645,0,6697.949443688599,2,1,1,2,0,0.09242907492310937,392.11377720333263,53.213282185288854,1387.9000465208019,62.3852579735725,3053.9758084268587,69.12601560770591,4107.947566452881,51.86374592531109,4016.1896584307938,10080.173454352616
297,2,250,2,4995.088526398352,0,1,0,1,0,0.0,0.0,0.0,0.0,64.39651845305399,914.9333056926503,72.50991157143696,2914.1520211653615,84.23205616903994,3490.6721883148266,12313.42852301487
298,2,115,2,12355.221377270029,4,0,0,1,0,0.9646670938483917,448.41656952512875,18.404789523557465,3530.808872453228,61.00933283916179,5000.498838795891,67.49050628994746,5111.521950241773,77.39999697102385,5111.521950241773,38.077146355170726
299,1,740,1,7464.0294507529625,3,1,0,2,1,0.09226243209615226,936.6944332625601,1.0535007921571482,2633.4891447341843,18.281738311301833,2764.237838557969,69.33444484727328,2764.237838557969,2.3569714523832737,2764.237838557969,7512.435940498948
300,0,738,2,7670.257852875373,4,0,0,2,0,0.06614028806554328,896.8331390502575,0.6225068612366244,1775.9950797558326,43.21127863633738,2334.424718080991,54.87082822071849,2426.313137343391,79.94791848625056,2858.051807747723,9539.479390511658
301,2,155,1,10110.890965250514,2,0,1,1,1,0.06892053567510414,392.11377720333263,2.651414346908399,488.1716403629208,62.46646584610741,2596.333632521139,54.781348891828415,3833.0050211077373,80.3077539890781,2350.113896524737,9501.750019616555
302,0,331,2,9724.891032292795,4,0,0,2,0,1.1898838355355548,448.41656952512875,1.5553313945957072,676.8800301167952,2.1478149947493543,676.8800301167952,2.4523470470425783,676.8800301167952,2.6994209366054234,676.8800301167952,9559.078452705628
303,1,604,2,10250.756386284287,2,0,0,2,1,0.9154012488097798,392.11377720333263,52.89309059904427,1296.1421384987152,62.937262187110996,2059.1904187982395,70.14463051372685,2176.76292534437,80.87445136312739,1541.3550105993936,10253.056479305531
304,2,253,2,4632.665333809344,3,1,1,2,0,0.9636717570374516,468.34721663128005,0.6741808641662335,1480.4925875438719,62.141281202988544,3022.2571351963156,69.20192691652962,3127.6288914716033,79.81044585612577,3022.2571351963156,7856.145082756518
305,1,79,2,10224.676748219135,2,1,0,2,0,0.6808280633716208,392.11377720333263,52.91490697958369,1296.1421384987152,62.966054515955406,1541.3550105993936,70.16293260672816,2029.5266509623143,80.87242755862665,2029.5266509623143,11140.579230529751
306,2,732,0,8447.29885543856,3,1,0,1,1,0.9444400627015042,468.34721663128005,0.7474980433086491,1480.4925875438719,5.815040712622258,3504.484132329905,69.08281854035957,3504.484132329905,2.144453727100533,2633.4891447341843,7061.78032301986
307,1,499,2,7218.05097852516,1,1,1,2,1,0.3978746161099338,336.4130577544048,53.505364323305,1016.3639102991358,63.20655524278837,1665.4439258039563,55.569634493981816,1893.1310535965195,81.25266311655463,1646.9371171347798,9950.196571274279
308,2,770,2,8113.622681088154,0,0,1,1,0,0.0,0.0,0.7457416038521525,372.6198936204345,64.23278714447747,3527.484401369682,71.28874681063748,4396.3506599520315,53.91525840805281,5230.563567581673,12085.737752140134
309,2,10,1,5333.3051523893955,0,1,0,1,0,0.0,0.0,0.0,0.0,64.65580653160602,2238.4328570404373,71.93103771398196,4122.811006649495,73.07501368714318,4605.072947702308,12820.677541718303
310,2,107,1,9495.691309733947,3,1,1,1,1,0.9505768778224246,468.34721663128005,0.9660573796549181,1480.4925875438719,61.9092666543686,3504.484132329905,18.422828339626093,4699.045156867783,17.948411861986305,3504.484132329905,6738.917357001055
311,1,409,1,4884.4194026711075,2,0,1,2,0,0.7237908117284508,392.11377720333263,52.92547516738397,622.5058907699087,63.00785070684494,1387.9000465208019,70.23151839415715,1387.9000465208019,80.94367444255103,1387.9000465208019,10360.180342571352
312,2,16,2,13221.495118630994,5,1,0,2,0,0.0,0.0,54.1949166285393,1171.6506040856464,63.529170217927366,2470.3280411858777,70.38384733713983,3399.9118185894813,81.34134427405259,3172.7631167121804,12969.403055179775
313,2,404,1,11644.702038220057,3,2,1,1,0,0.9711905806770555,468.34721663128005,1.1881578210016406,1895.3104670826424,49.51004263131187,4078.630509883843,68.79377553910908,4935.165606966855,29.322426620852788,5673.344284618397,7425.870734711504
314,2,906,1,5427.687992795525,0,0,1,2,1,0.0,0.0,54.09976882041322,1367.4521480721728,63.803460029050875,3433.6559112198556,71.5758471785653,3880.9591107754864,83.92377330812869,3873.1149327114526,12312.652217478111
315,2,477,2,8517.656792993526,5,1,0,2,1,0.0,0.0,54.15591033764709,1377.7308893415452,63.381566316466426,3172.7631167121804,70.30622554381387,3420.2492173218457,81.87462941465321,2341.4164798184715,12018.21001477969
316,1,952,0,9180.981124864938,1,0,1,2,0,0.25458750282218845,336.4130577544048,53.202189059400496,923.0288117910679,63.34497977397088,1145.161332300514,70.60355041897166,1145.161332300514,81.37063174329425,1145.161332300514,10113.031639892783
317,1,419,1,10878.329458991659,0,0,0,2,1,0.3618636270431196,322.2881872211466,53.74648528029334,1282.415941718475,64.88939494904534,2003.3534393966725,72.814690529459,2225.332556949574,84.73253708191966,2006.2160487602955,6979.7958714817
318,2,615,0,9802.14263748171,3,0,0,2,1,0.9879428197850384,468.34721663128005,0.7685073968156872,2111.7652963734226,62.160179929929704,2816.6603677511457,69.2786257624272,3022.2571351963156,20.245861607249264,2764.237838557969,7228.795735302176
319,2,566,1,13365.220195737806,3,1,1,1,1,0.9545239523923184,468.34721663128005,1.134733555155651,1895.3104670826424,18.171071457840892,4699.045156867783,68.74625343729566,4935.165606966855,20.158741220493894,4026.2079806906663,6319.513177214545
